Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
51.24,36,38067.08,140.46,Reverse-engineered context-sensitive emulation,West Gregburgh,Female,El Salvador,5/8/2016 22:24,1
49.21,30,48918.55,222.11,Synchronized systemic hierarchy,West Roytown,Female,Faroe Islands,3/15/2016 20:19,0
80.51,50,43974.49,123.13,Centralized tertiary pricing structure,Burgessside,Female,Palau,4/4/2016 7:07,1
49.21,29,53431.35,230.52,User-centric attitude-oriented adapter,Garciaside,Female,Algeria,1/14/2016 0:23,0
43.49,28,67669.06,215.25,Managed zero tolerance concept,Amandahaven,Male,Croatia,7/8/2016 3:47,0
59.05,50,43974.49,123.13,Secured 24hour policy,Gilbertville,Female,Heard Island and McDonald Islands,1/9/2016 4:53,1
88.04,44,57846.68,137.24,Synergized context-sensitive database,Port Jodi,Female,Bulgaria,2/20/2016 0:06,1
57.2,45,59610.81,174.88,Secured 24hour policy,Wintersfort,Female,Micronesia,2/14/2016 10:06,1
47.48,29,53431.35,158.56,Multi-lateral multi-state encryption,Lisamouth,Female,Egypt,1/16/2016 16:40,0
41.73,42,63497.62,217.37,Horizontal heuristic support,Port Julie,Male,Czech Republic,5/27/2016 15:25,1
40.04,38,71455.62,118.45,Enhanced optimizing website,Lake Gerald,Female,Ireland,3/15/2016 6:54,0
89.05,50,43974.49,123.13,Team-oriented dynamic forecast,North Samantha,Female,Saint Vincent and the Grenadines,1/9/2016 4:53,1
82.07,22,61009.1,131.68,Reverse-engineered context-sensitive emulation,West Ericaport,Female,Cote d'Ivoire,7/3/2016 4:11,0
45.01,27,36884.23,131.29,Virtual impactful algorithm,East Heatherside,Male,Dominican Republic,7/8/2016 3:47,0
74.59,42,60514.05,238.58,Enhanced optimizing website,Hubbardmouth,Female,Czech Republic,4/6/2016 11:24,1
50.43,33,55642.32,188.56,Synchronized multi-tasking ability,New Thomas,Male,Vanuatu,1/4/2016 4:00,0
82.07,38,71455.62,218.97,Virtual bandwidth-monitored initiative,South Daniellefort,Female,Western Sahara,5/19/2016 14:30,1
80.47,38,70582.55,122.04,Centralized 24hour synergy,Stewartbury,Male,United States Virgin Islands,3/15/2016 17:33,1
83.71,26,46033.73,228.78,Front-line zero-defect array,Port Kathleenfort,Male,American Samoa,6/10/2016 3:56,0
40.04,34,59785.94,160.03,Cloned explicit middleware,New Tinamouth,Female,Samoa,4/27/2016 4:28,1
66.08,22,31215.88,136.21,Face-to-face analyzing encryption,West Katiefurt,Female,Bahamas,7/3/2016 4:11,0
44.33,39,38067.08,124.44,Intuitive exuding service-desk,New Brandy,Female,Peru,6/7/2016 23:46,1
60.7,52,33951.63,186.37,Virtual 5thgeneration neural-net,Lisamouth,Male,Cuba,1/12/2016 10:07,0
71.28,40,73882.91,218.61,Virtual impactful algorithm,Port Brittanyville,Male,French Guiana,1/9/2016 17:33,0
46.31,31,61840.26,207.17,Managed zero tolerance concept,West Angelabury,Male,Hong Kong,7/9/2016 11:18,0
80.3,52,73049.3,186.37,Programmable empowering middleware,East Samanthashire,Male,Afghanistan,6/16/2016 2:01,1
71.28,40,40468.53,167.22,Fully-configurable incremental Graphical User Interface,Roberttown,Female,Mayotte,1/17/2016 18:45,1
79.54,44,39840.55,227.63,Profound explicit hardware,Palmerside,Female,Bulgaria,1/27/2016 18:25,1
51.56,46,58966.22,231.95,Automated multi-state toolset,Richardsonshire,Male,Switzerland,1/12/2016 10:07,1
45.48,32,57691.95,178.92,Business-focused transitional solution,Lisafort,Male,Ghana,3/31/2016 20:55,0
78.36,34,34191.23,203.44,Team-oriented transitional methodology,Lake Amy,Male,Equatorial Guinea,3/10/2016 22:28,1
59.51,40,66873.9,244.91,Upgradable optimizing toolset,South Walter,Male,Ethiopia,5/30/2016 20:08,0
65.59,39,48335.2,124.44,Intuitive exuding service-desk,Westshire,Female,Micronesia,5/8/2016 22:24,1
34.3,34,34191.23,173.49,Cloned explicit middleware,Lake Amy,Male,Equatorial Guinea,2/27/2016 8:52,0
66.08,33,55642.32,191.82,Focused coherent success,Lake Deannaborough,Male,Iran,1/4/2016 4:00,1
81.75,33,61005.87,204.02,Customizable tangible hierarchy,New Thomas,Male,Vanuatu,7/9/2016 11:04,0
89.05,38,64564.07,122.04,Universal 24/7 implementation,Palmerside,Male,Western Sahara,3/14/2016 14:13,1
37,30,57877.15,140.46,Synchronized systemic hierarchy,East John,Female,Qatar,5/8/2016 10:25,0
75.84,28,71222.4,204.79,Inverse local hub,West Joseph,Female,Gabon,2/26/2016 1:18,0
66.12,19,39031.89,195.69,Managed client-server access,Penatown,Male,Australia,1/5/2016 16:26,1
68.01,46,33951.63,231.95,Proactive actuating Graphical User Interface,Richardsonshire,Male,Switzerland,1/12/2016 10:07,1
71.33,39,64238.71,255.61,Phased zero tolerance extranet,Garciatown,Female,Niger,2/26/2016 19:48,0
65.77,23,61617.98,172.81,Realigned global initiative,Hubbardmouth,Male,United States Virgin Islands,7/21/2016 10:01,0
85.86,26,63430.33,202.18,Business-focused real-time toolset,Melissastad,Male,Hong Kong,1/3/2016 7:13,0
76.24,44,57846.68,187.76,Exclusive even-keeled moratorium,Angelhaven,Female,Turkey,5/31/2016 23:42,1
81.75,34,20592.99,160.03,Up-sized bi-directional infrastructure,Jamesville,Female,Equatorial Guinea,3/11/2016 0:05,0
75.55,32,55424.24,172.83,Focused upward-trending core,Lisafort,Female,Venezuela,4/28/2016 22:54,0
66.08,29,69646.35,200.71,Digitized content-based circuit,East Carlos,Female,Senegal,5/3/2016 16:02,0
49.21,46,54286.1,193.29,Synchronized multi-tasking ability,East Brittanyville,Female,United States of America,2/28/2016 23:10,1
40.17,26,63430.33,228.78,User-friendly upward-trending intranet,East Kevinbury,Male,American Samoa,7/8/2016 17:14,0
75.55,24,52252.91,182.2,Devolved human-resource circuit,Whiteport,Female,Algeria,3/31/2016 20:55,0
35.61,28,53058.91,172.81,Stand-alone logistical service-desk,Hubbardmouth,Female,Zambia,2/15/2016 16:52,0
79.54,26,66291.67,228.78,Stand-alone eco-centric system engine,Shelbyport,Male,Albania,1/1/2016 15:14,1
42.94,37,23936.86,140.15,Vision-oriented attitude-oriented Internet solution,Youngfort,Female,Moldova,2/27/2016 12:34,1
56.3,29,61172.07,140.67,Phased zero-defect portal,New Sabrina,Female,Myanmar,6/19/2016 22:08,0
80.31,31,39799.73,207.17,Phased hybrid superstructure,Dustinchester,Female,Senegal,5/6/2016 21:07,0
40.19,31,32252.38,217.37,Inverse local hub,Jamiefort,Female,Gabon,7/15/2016 5:05,0
80.3,28,71222.4,217.37,Down-sized bandwidth-monitored core,Port Beth,Female,Gabon,4/24/2016 13:46,0
49.21,46,58966.22,191.82,Synchronized multi-tasking ability,East Tiffanyport,Female,United States of America,6/17/2016 20:18,0
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,Male,Australia,2/5/2016 16:50,1
41.73,28,71222.4,207.17,Cross-group non-volatile secured line,Jamiefort,Female,Zambia,2/26/2016 22:46,0
66.12,28,71222.4,180.88,Digitized content-based circuit,Rivasland,Female,Liberia,2/26/2016 22:46,0
60.72,28,39799.73,217.37,Sharable reciprocal project,Jamiefort,Female,Egypt,2/26/2016 1:18,0
56.39,40,41232.89,167.22,Fully-configurable incremental Graphical User Interface,New Travistown,Female,Fiji,4/21/2016 16:10,1
48.03,40,41232.89,115.6,Function-based optimizing protocol,North Lauraland,Female,Burundi,7/18/2016 1:36,0
51.24,36,61610.05,140.46,Multi-layered user-facing paradigm,Youngfort,Female,Guinea,6/16/2016 2:33,0
89.05,44,51317.33,187.76,Persistent homogeneous framework,Michaelmouth,Female,Bangladesh,5/25/2016 20:10,1
61.22,31,61840.26,207.17,Sharable reciprocal project,East Stephen,Male,Singapore,5/19/2016 11:16,0
84.73,30,67186.54,111.94,Operative stable moderator,Williamport,Male,Guinea,1/5/2016 7:52,0
66.08,19,33951.63,171.07,Proactive actuating Graphical User Interface,Jordantown,Male,Sri Lanka,7/3/2016 4:11,0
47.74,26,62669.59,234.26,Business-focused transitional solution,Amyfurt,Male,Bolivia,3/18/2016 13:00,0
45.08,35,58337.18,236.87,Robust uniform framework,Wrightburgh,Female,Ukraine,2/22/2016 7:04,0
46.61,28,71222.4,204.79,Inverse local hub,West Joseph,Female,Gabon,2/26/2016 1:18,0
88.12,25,50671.6,241.03,Up-sized maximized model,New Tina,Male,Georgia,7/8/2016 17:14,0
78.7,33,49101.67,246.44,Focused coherent success,North Katie,Male,Vanuatu,2/6/2016 17:48,1
82.07,48,62784.85,159.77,Integrated coherent pricing structure,Burgessside,Female,Kenya,2/3/2016 23:47,1
56.3,37,23936.86,216.49,Multi-channeled scalable moratorium,Jordantown,Female,Belgium,1/14/2016 0:23,0
41.73,31,61840.26,207.17,Sharable reciprocal project,West Steven,Male,Singapore,7/9/2016 11:18,0
59.22,49,58576.12,195.69,Horizontal intermediate monitoring,Wademouth,Male,Burkina Faso,3/11/2016 0:05,1
80.71,29,72203.96,216.49,Front-line dynamic model,Joshuaburgh,Male,Israel,7/8/2016 3:47,0
55.6,35,23410.75,236.87,Robust uniform framework,Wrightburgh,Female,Lao People's Democratic Republic,7/18/2016 1:36,0
54.88,26,57014.84,176.98,User-friendly upward-trending intranet,Evansfurt,Female,United States of America,5/24/2016 13:30,0
82.07,48,65956.71,233.36,Integrated coherent pricing structure,Burgessside,Female,Brazil,1/15/2016 22:49,1
69.88,34,40183.75,168.34,Cloned explicit middleware,Kingshire,Female,Turkmenistan,3/11/2016 0:05,0
74.54,42,57868.44,114.69,User-friendly grid-enabled analyzer,Stewartbury,Male,French Polynesia,4/6/2016 11:24,1
89.05,38,57868.44,130.83,Pre-emptive content-based frame,Stewartbury,Male,Western Sahara,6/16/2016 3:17,1
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,West Ricardo,Female,Algeria,5/3/2016 8:21,1
75.42,26,73884.48,176.98,Decentralized client-driven data-warehouse,Shelbyport,Female,Albania,6/29/2016 10:50,0
85.54,41,64828,236.87,User-centric intangible contingency,Garciatown,Female,Niger,2/22/2016 7:04,0
82.79,35,51662.24,236.87,Operative full-range forecast,West Wendyland,Male,Ethiopia,6/29/2016 2:48,1
75.55,54,38609.2,182.2,Virtual scalable secured line,Whiteport,Female,South Africa,3/31/2016 20:55,0
49.21,33,74535.94,120.75,Focused coherent success,Silvaton,Female,United States of America,5/12/2016 21:32,1
81.59,35,42993.48,221.18,Secured secondary superstructure,Wrightburgh,Male,Hong Kong,4/7/2016 15:18,0
47.74,40,73882.91,221.98,Synergized coherent interface,North Brittanyburgh,Male,French Guiana,1/17/2016 18:45,1
46.61,32,69481.85,190.05,Secured 24hour policy,Lake Matthewland,Female,Saudi Arabia,5/17/2016 6:14,1
43.49,37,53058.91,158.56,Devolved human-resource circuit,Davidstad,Female,Tajikistan,2/19/2016 20:49,0
54.47,35,73889.99,226.54,Proactive bandwidth-monitored policy,Lake Nicole,Male,Sri Lanka,7/2/2016 20:23,0
42.04,39,74623.27,110.68,Front-line bandwidth-monitored capacity,Henryland,Female,Liberia,5/8/2016 22:24,0
41.73,28,39799.73,207.17,Sharable reciprocal project,Port Kathleenfort,Male,Singapore,6/21/2016 14:32,0
59.59,50,43974.49,123.13,Realigned content-based leverage,Lake Susan,Female,Saint Vincent and the Grenadines,6/24/2016 21:09,1
79.54,41,50628.31,158.42,Optimized upward-trending productivity,East Maureen,Male,Turkey,5/31/2016 23:42,1
41.73,28,58151.87,172.81,Centralized logistical secured line,Reyesfurt,Female,Eritrea,1/27/2016 12:38,0
54.37,29,53431.35,216.49,Mandatory coherent groupware,Jacksonmouth,Female,Qatar,1/14/2016 0:23,0
51.24,36,61610.05,140.46,Innovative background conglomeration,North Randy,Female,Uganda,2/3/2016 7:59,1
89.05,38,57868.44,130.83,Synergized clear-thinking protocol,Stewartbury,Male,Western Sahara,4/22/2016 2:07,1
57.2,32,69481.85,219.94,Up-sized 6thgeneration moratorium,Hernandezside,Female,Lebanon,6/9/2016 21:43,1
40.47,35,25603.93,235.29,Optional multi-state hardware,North Johnside,Female,Ukraine,7/18/2016 1:36,0
37.45,31,61840.26,207.17,Sharable reciprocal project,New Michael,Male,Singapore,7/9/2016 11:18,0
86.06,35,73889.99,226.54,Total cohesive moratorium,Austinland,Male,French Southern Territories,3/18/2016 13:22,1
83.4,34,40183.75,168.34,Ameliorated exuding encryption,Kingshire,Female,Turkmenistan,2/27/2016 8:52,1
73.1,45,59886.58,174.88,Reactive upward-trending migration,Harmonhaven,Female,Rwanda,6/16/2016 2:01,0
89.05,48,34418.09,187.76,Function-based context-sensitive secured line,Burgessside,Male,Turkey,7/17/2016 1:13,1
71.14,31,61652.53,212.87,Optional full-range projection,North Regina,Male,Hong Kong,4/15/2016 14:45,0
50.87,26,51463.17,131.68,Business-focused responsive website,Lake Jacqueline,Female,Austria,5/15/2016 13:18,0
81.75,51,74535.94,130.41,Managed well-modulated collaboration,Sandraville,Female,Cameroon,1/31/2016 5:12,0
53.92,34,40763.13,168.34,Cloned explicit middleware,Williamsmouth,Male,Equatorial Guinea,2/27/2016 8:52,1
41.16,30,50671.6,113.69,Business-focused transitional solution,Lake Jessicaville,Male,Bolivia,3/18/2016 13:00,1
41.73,31,61840.26,207.17,De-engineered tertiary secured line,Port Calvintown,Male,Hong Kong,7/9/2016 11:18,0
44.72,43,73538.09,157.04,Polarized tangible collaboration,West Shannon,Female,Bangladesh,5/9/2016 21:54,1
40.04,23,56457.01,172.81,Centralized logistical secured line,Patriciahaven,Female,China,3/20/2016 7:12,0
78.7,51,57868.44,204.27,Focused coherent success,Yangside,Male,Iran,2/11/2016 16:45,1
68.01,33,56782.18,249.45,Synchronized multi-tasking ability,Anthonyfurt,Female,Burundi,1/7/2016 23:02,0
46.28,26,55121.65,109.98,Front-line zero-defect array,Port Kathleenfort,Female,Madagascar,7/9/2016 11:18,0
59.05,50,57868.44,123.13,Team-oriented dynamic forecast,Stewartbury,Female,Micronesia,6/18/2016 22:31,1
89.05,41,59243.46,187.76,Business-focused real-time toolset,Johnsonview,Male,Falkland Islands (Malvinas),5/13/2016 11:57,0
62.26,36,32549.95,109.07,Team-oriented zero-defect initiative,East Maureen,Male,French Polynesia,3/5/2016 23:02,0
83.17,19,33951.63,129.23,Programmable uniform website,Lake Hailey,Male,Uzbekistan,2/9/2016 5:28,0
82.79,35,73889.99,236.87,Secured secondary superstructure,Wrightburgh,Male,Ukraine,5/12/2016 4:35,0
66.08,33,58966.22,230.95,Synchronized multi-tasking ability,Lake Deannaborough,Male,Vanuatu,4/18/2016 15:54,0
38.37,24,52252.91,182.2,Up-sized bifurcated capability,West Ricardo,Female,Saudi Arabia,5/24/2016 13:30,1
60.23,52,27241.11,195.69,Programmable uniform website,Penatown,Male,Cuba,6/16/2016 2:01,1
64.75,36,76003.47,140.46,Reverse-engineered context-sensitive emulation,New Patrick,Female,Uganda,1/5/2016 11:53,0
89.05,50,57868.44,123.13,Multi-channeled non-volatile website,Stewartbury,Female,Micronesia,7/6/2016 23:09,1
47.48,27,66815.54,239.32,Front-line dynamic model,North Brandon,Female,Spain,7/3/2016 4:11,0
82.07,43,57868.44,121.28,Reverse-engineered maximized focus group,Port Katelynview,Female,Bangladesh,4/17/2016 21:39,1
55.6,54,52252.91,182.2,Virtual scalable secured line,Whiteport,Female,South Africa,1/16/2016 23:37,1
78.37,38,57868.44,154.75,Profit-focused dedicated utilization,New Travistown,Female,Western Sahara,5/19/2016 14:30,1
44.72,29,67132.46,196.61,Advanced modular Local Area Network,East Carlos,Female,Faroe Islands,6/19/2016 22:08,0
81.58,41,63363.04,255.57,Optimized upward-trending productivity,Tammyshire,Male,Turkey,4/3/2016 21:13,1
82.07,49,57868.44,187.76,Robust uniform framework,West Lisa,Female,Bahamas,1/15/2016 19:40,1
65.59,28,39031.89,120.49,Organized global flexibility,New Brandy,Male,Luxembourg,1/23/2016 17:39,1
49.21,30,54774.77,140.15,De-engineered attitude-oriented projection,West Samantha,Female,Liechtenstein,5/13/2016 14:12,1
54.37,35,54875.95,119.2,Robust uniform framework,Hansenmouth,Male,Lao People's Democratic Republic,4/7/2016 15:18,1
55.6,32,55424.24,172.83,Focused upward-trending core,Lisafort,Female,Bahamas,6/9/2016 21:43,0
39.96,45,59886.58,174.88,Secured 24hour policy,Greerport,Female,Rwanda,6/29/2016 13:35,1
65.59,39,53185.34,207.17,User-friendly client-server instruction set,New Michael,Male,Bosnia and Herzegovina,4/8/2016 22:40,0
44.64,36,70592.81,115.26,Organized upward-trending contingency,Destinyfurt,Male,Senegal,7/8/2016 3:47,0
52.68,32,62729.4,178.92,Business-focused transitional solution,Lisafort,Male,Latvia,6/9/2016 21:43,0
41.73,28,52011,221.94,Phased clear-thinking encoding,Dustinchester,Female,Czech Republic,5/6/2016 21:07,0
74.07,36,32549.95,115.26,User-friendly grid-enabled analyzer,Williammouth,Male,Belize,1/3/2016 16:01,1
56.39,46,40468.53,253.48,Synchronized multi-tasking ability,North Jenniferburgh,Female,Belgium,6/17/2016 20:18,0
56.3,24,52252.91,182.2,Monitored content-based implementation,East Carlos,Female,Algeria,3/3/2016 22:31,0
34.3,34,34191.23,168.34,Cloned explicit middleware,Kingshire,Male,Namibia,3/11/2016 0:05,0
55.6,39,52416.18,222.25,Phased zero-defect portal,Garciaside,Female,Thailand,5/25/2016 20:10,0
59.22,52,45632.51,113.8,Self-enabling local strategy,New Sean,Female,Belgium,4/4/2016 8:19,1
80.3,52,51409.45,234.75,Devolved human-resource circuit,Zacharyton,Male,Australia,4/4/2016 20:01,1
42.32,31,27262.51,207.17,Implemented asynchronous application,Harmonhaven,Female,France,2/8/2016 7:33,1
46.14,23,58151.87,217.37,Sharable reciprocal project,Reyesfurt,Male,Czech Republic,4/12/2016 14:01,1
55.6,39,61601.05,255.61,Intuitive exuding service-desk,Port Cassie,Female,South Africa,6/2/2016 21:02,0
82.07,35,48246.6,132.08,Face-to-face even-keeled website,Palmerside,Female,Norway,4/21/2016 9:30,1
51.87,46,33951.63,230.18,Proactive actuating Graphical User Interface,South Jaimeview,Male,Switzerland,6/17/2016 20:18,0
78.57,49,45632.51,168.34,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,4/4/2016 20:01,1
51.87,29,58235.21,216.49,Managed client-server access,Mataberg,Male,Israel,1/14/2016 0:23,0
37,30,57877.15,244.91,Managed 6thgeneration hierarchy,Reyesfurt,Male,Bolivia,5/8/2016 10:25,0
80.31,28,71222.4,217.37,Re-engineered non-volatile neural-net,Garciamouth,Female,Gabon,2/15/2016 16:52,0
56.16,40,62669.59,111.94,Networked stable array,Amyfurt,Male,Portugal,2/11/2016 16:45,1
85.84,25,63430.33,105.86,Synergized intangible open system,Lake David,Male,Dominica,2/17/2016 11:15,0
66.08,43,56770.79,121.28,Reverse-engineered maximized focus group,Port Jeffrey,Female,Bangladesh,6/26/2016 7:01,1
89.05,43,57868.44,163.48,Reverse-engineered maximized focus group,Port Jeffrey,Female,Bangladesh,4/17/2016 21:39,1
63.45,42,60514.05,243.61,Virtual 5thgeneration neural-net,Hubbardmouth,Male,Czech Republic,4/6/2016 11:24,1
75.74,26,53336.76,131.68,Front-line zero-defect array,West Alice,Female,United Arab Emirates,5/15/2016 13:18,0
81.75,38,34191.23,168.34,Cloned explicit middleware,Davidstad,Female,Turkmenistan,3/11/2016 0:05,0
42.39,44,44174.25,122.31,Reverse-engineered maximized focus group,Port Katelynview,Female,Bangladesh,4/17/2016 21:39,1
74.54,50,57868.44,123.13,Team-oriented dynamic forecast,West Dennis,Female,Tonga,4/4/2016 7:07,1
73.1,26,51463.17,259.76,Vision-oriented contextually-based extranet,West Raymondmouth,Female,Cambodia,5/15/2016 13:18,0
39.3,29,50055.33,196.61,Vision-oriented attitude-oriented Internet solution,West Ricardo,Female,Uganda,1/14/2016 14:00,1
56.39,46,58966.22,231.95,Profit-focused attitude-oriented task-force,Richardsonshire,Male,Switzerland,1/12/2016 10:07,1
55.6,31,72188.9,161.16,Operative full-range forecast,Wademouth,Male,Luxembourg,1/16/2016 17:56,1
81.75,40,73882.91,132.63,Persistent homogeneous framework,Phelpschester,Male,Zimbabwe,7/2/2016 20:23,0
66.08,22,73538.09,210.87,Optimized upward-trending productivity,North Mercedes,Male,Eritrea,4/3/2016 21:13,0
88.12,25,50671.6,141.89,Up-sized maximized model,New Tina,Male,Hong Kong,4/7/2016 15:18,0
42.32,31,59886.58,192.6,Intuitive radical forecast,Boyerberg,Male,Tajikistan,6/29/2016 13:35,1
55.6,24,52252.91,178.92,Business-focused transitional solution,Lisafort,Male,Algeria,3/18/2016 13:22,0
56.39,40,40468.53,167.22,Proactive encompassing paradigm,Roberttown,Female,French Guiana,1/3/2016 16:01,1
54.88,43,52563.22,157.04,Reverse-engineered maximized focus group,Port Jeffrey,Female,Northern Mariana Islands,5/9/2016 21:54,1
71.33,35,73889.99,221.18,Total cohesive moratorium,Port Cassie,Male,Papua New Guinea,2/6/2016 23:08,1
59.51,29,69646.35,200.71,Digitized content-based circuit,East Carlos,Female,Burundi,6/19/2016 22:08,0
83.67,44,57846.68,137.24,Exclusive even-keeled moratorium,Stewartbury,Female,Malawi,4/21/2016 19:56,1
50.19,32,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Chile,3/31/2016 20:55,0
47.48,29,53431.35,216.49,Re-engineered optimal policy,Christinetown,Female,Chile,5/3/2016 16:02,0
41.73,28,39799.73,217.37,Monitored context-sensitive initiative,Dustinchester,Female,Croatia,5/30/2016 18:08,0
55.6,54,38609.2,136.64,Virtual scalable secured line,East Jennifer,Female,South Africa,3/31/2016 20:55,1
89.05,43,32635.7,198.45,Universal asymmetric archive,Port Jeffrey,Male,Turkey,4/3/2016 21:13,1
66.18,28,71222.4,221.94,Phased hybrid superstructure,Reyesfurt,Female,Czech Republic,2/8/2016 7:33,0
60.23,48,52736.33,201.15,Function-based context-sensitive secured line,Burgessside,Male,Turkey,7/17/2016 1:13,1
74.65,28,67669.06,217.37,Inverse local hub,Reyesfurt,Female,Croatia,2/29/2016 23:56,0
84.29,31,56180.93,207.17,Customer-focused incremental system engine,Jayville,Female,Gabon,6/21/2016 14:32,0
36.08,45,74903.41,137.24,Enhanced homogeneous moderator,Wintersfort,Female,Micronesia,3/5/2016 12:03,1
59.05,43,73538.09,125.22,Optimized upward-trending productivity,Port Jeffrey,Male,Turkey,4/3/2016 21:13,1
53.68,25,25686.34,141.89,Pre-emptive next generation Internet solution,West Michaelport,Male,American Samoa,4/7/2016 15:18,0
80.3,47,47708.42,235.94,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,6/26/2016 4:22,1
67.85,37,75180.2,109.29,Visionary asymmetric encryption,New Brandy,Male,Eritrea,5/24/2016 9:50,1
60.23,51,57868.44,111.94,Focused coherent success,West Shaun,Male,Vanuatu,7/14/2016 22:43,1
70.29,36,32549.95,115.26,Team-oriented zero-defect initiative,Edwardsport,Male,Hong Kong,4/7/2016 15:18,0
54.88,43,36752.24,157.04,Profit-focused secondary portal,East Breannafurt,Female,Eritrea,4/4/2016 20:01,1
74.54,44,34191.13,187.76,Reverse-engineered context-sensitive emulation,Palmerside,Female,Micronesia,3/14/2016 14:13,1
78.36,34,34191.23,168.34,Cloned explicit middleware,New Tinamouth,Male,Hungary,4/5/2016 18:02,1
74.06,31,31281.01,212.87,Optional full-range projection,North Katie,Male,Bosnia and Herzegovina,1/14/2016 16:30,0
40.04,42,60514.05,238.58,Team-oriented executive core,Lake Gerald,Female,Czech Republic,7/19/2016 12:05,1
73.21,31,59886.58,133.17,Total bi-directional success,North Katie,Male,Singapore,1/16/2016 17:56,0
78.7,52,33951.63,130.86,Synchronized multi-tasking ability,Penatown,Female,Cuba,1/5/2016 16:26,1
51.87,60,43450.11,218.61,Programmable uniform website,South Jaimeview,Male,Australia,7/19/2016 8:32,1
40.47,35,36884.23,127.82,Optional multi-state hardware,Garciatown,Female,Austria,7/18/2016 1:36,0
47.64,29,72203.96,216.49,Managed client-server access,Evansfurt,Male,Eritrea,6/12/2016 21:21,0
59.22,32,77143.61,233.04,Profound maximized workforce,Lake Matthewland,Female,Fiji,5/27/2016 15:25,1
65.77,31,57739.03,228.78,Programmable uniform website,New Marcusbury,Female,Czech Republic,2/15/2016 16:52,1
74.61,34,59785.94,168.34,Cloned explicit middleware,Hawkinsbury,Female,Turkmenistan,4/27/2016 4:28,1
56.39,54,48867.36,136.64,Focused upward-trending core,Roberttown,Female,Christmas Island,3/31/2016 20:55,1
78.37,38,71455.62,170.13,Virtual bandwidth-monitored initiative,New Travistown,Female,Tokelau,5/19/2016 14:30,1
68.01,33,39616,204.02,Synchronized multi-tasking ability,New Taylorburgh,Male,Vanuatu,7/9/2016 11:04,0
65.59,27,42993.48,244.4,Fully-configurable foreground solution,Lopezberg,Male,Belize,2/9/2016 7:21,1
44.78,55,36752.24,156.97,Function-based context-sensitive secured line,Hubbardmouth,Female,Tonga,4/21/2016 9:30,1
41.73,28,71222.4,221.94,Intuitive exuding service-desk,Vanessaview,Female,Czech Republic,5/6/2016 21:07,1
51.24,36,76003.47,109.07,Team-oriented zero-defect initiative,East Maureen,Male,Poland,4/21/2016 16:10,1
36.87,25,50506.44,140.46,Digitized contextually-based product,West Aprilport,Female,Hong Kong,1/3/2016 7:13,0
76.2,33,73538.09,227.37,Customizable tangible hierarchy,Novaktown,Male,Vanuatu,3/24/2016 6:36,0
55.6,24,52252.91,182.2,Pre-emptive systematic budgetary management,Hernandezside,Female,Algeria,6/9/2016 17:11,1
46.61,41,64828,126.39,Synergistic reciprocal attitude,Hubbardmouth,Female,El Salvador,5/13/2016 11:57,1
47.64,52,33951.63,130.86,Self-enabling local strategy,South Jaimeview,Female,Cayman Islands,4/4/2016 8:19,1
65.56,29,69646.35,200.71,Programmable uniform website,East Carlos,Female,Saint Helena,7/13/2016 7:41,0
71.33,39,48335.2,124.44,Intuitive exuding service-desk,New Brandy,Female,Mauritius,1/3/2016 16:01,1
59.22,35,51119.93,203.9,Decentralized attitude-oriented interface,Williamport,Male,Moldova,1/8/2016 9:32,1
89.34,27,36884.23,239.32,Assimilated encompassing portal,Garciatown,Female,Ukraine,7/3/2016 4:11,0
79.52,38,57868.44,122.04,Up-sized asymmetric firmware,Millerfort,Female,Bahamas,1/15/2016 19:40,1
65.77,34,34191.23,160.03,Team-oriented transitional methodology,Port Robin,Male,Saint Vincent and the Grenadines,3/11/2016 0:05,0
66.08,33,58966.22,215.18,Diverse modular interface,West Connor,Male,Niger,6/12/2016 21:21,0
55.77,52,73049.3,178.92,Virtual 5thgeneration neural-net,New Sean,Male,Cuba,7/19/2016 8:32,1
55.6,35,48918.55,202.61,Realigned content-based leverage,South Adamhaven,Male,Myanmar,3/18/2016 13:00,0
80.31,28,71222.4,217.37,Realigned intangible benchmark,Hernandezfort,Female,Gabon,5/6/2016 21:07,0
41.73,28,70324.8,217.37,Centralized logistical secured line,Reyesfurt,Female,Gabon,6/30/2016 0:19,0
55.6,24,50055.33,109.07,Enterprise-wide tangible model,Williammouth,Male,Belize,3/18/2016 13:22,0
71.03,39,48335.2,258.62,Networked asymmetric infrastructure,Westshire,Female,Australia,3/6/2016 23:26,1
55.77,29,50055.33,196.61,Polarized modular function,Williamsport,Male,Ethiopia,1/26/2016 2:47,0
79.6,23,55121.65,199.43,Phased clear-thinking encoding,Hubbardmouth,Male,Czech Republic,1/14/2016 14:00,1
39.36,42,57868.44,120.75,Multi-layered tangible portal,Stewartbury,Male,Czech Republic,4/6/2016 11:24,1
84.71,25,50671.6,241.03,Synergized intangible open system,North Daniel,Male,Georgia,5/24/2016 9:50,0
